Edad,Genero,Promedio_calificaciones_semestre_anterior,Asignaturas_reprobadas,Asignaturas_aprobadas,Numero_semestres_matriculado,Asistencia,Distancia_universidad,Trabaja,Frecuencia_consumo_alcohol,Consumo_tabaco,bica,trica,Desercion
26,0,15.201881568761944,0,5,5,51.37078552153048,1.5349651933642772,1,2,0,0,0,0
24,0,8.845975247618206,0,3,7,28.818452595952948,6.985756706282827,1,2,0,0,0,1
26,0,6.239039809902609,1,1,4,0.6464357789710551,14.760051882962482,0,1,0,1,0,1
25,0,6.4148548087625485,0,1,1,49.623922190081394,9.307058512341143,0,1,1,0,0,1
18,1,14.48845345228234,2,4,9,28.56259885622431,5.452907932835826,0,1,0,0,0,0
29,0,14.916740240619287,2,5,4,73.46083007105351,15.12398525755315,1,1,1,0,0,0
25,1,4.007182870974253,2,1,9,2.394626527048349,9.68429380343551,1,0,0,0,0,1
25,1,17.36245626981062,1,1,6,58.482781130579085,7.7432292952024415,1,1,1,1,0,1
28,0,14.298480804044953,2,3,1,94.14742375060654,13.919562523211424,1,2,0,0,0,0
20,1,11.255005726867653,0,2,3,17.440926711149952,3.9985277424651944,0,0,0,0,0,0
18,1,9.430649202050255,3,4,2,47.16494907505954,27.832371992262217,1,2,1,1,0,1
25,1,10.864656115799162,3,4,9,9.142199181713817,26.031062937577172,0,1,0,0,0,0
20,1,3.1849147655852894,4,2,1,62.56819122613526,21.22861757221606,1,0,0,0,0,1
20,0,4.074024985525484,0,1,9,55.05316805962256,3.186414827653686,1,1,0,0,1,1
18,1,1.8232898081238336,2,3,9,40.736552421283236,23.27631763409079,0,0,1,0,1,1
28,0,3.0731607632222535,3,3,8,52.13770214737412,24.23871984327057,1,2,0,0,0,1
22,1,9.073872692105653,0,4,8,89.65746584690102,23.03293853143013,1,1,1,0,0,1
27,1,10.607087874565122,3,3,1,19.629430231106703,3.418976613577235,0,1,1,0,0,0
24,0,0.3572378495663875,2,6,8,2.2564511705347234,19.317238712032943,1,0,1,0,0,1
27,1,15.935956557280551,3,2,10,86.16648846991009,25.029743872481955,0,0,0,1,0,1
26,1,5.883359466869558,4,1,3,57.71170823879065,17.32060203659003,0,1,1,1,1,1
29,1,18.236720699198223,4,6,7,89.06584554618424,19.39222125684267,0,0,1,1,0,1
24,0,19.350225272275555,3,2,1,59.69452234131726,13.750904382789185,0,1,0,1,0,1
26,1,3.709177493533087,0,5,1,81.01610899597024,15.861219596521579,1,0,1,1,0,1
25,0,9.241945815313212,0,4,10,42.967336335514794,1.0313057505517564,1,2,1,0,0,1
29,1,0.02463670332851775,0,3,5,74.98599312882688,19.16889065919854,1,0,0,0,0,1
19,0,11.966545302448539,3,5,5,91.3041466889856,2.443416386734776,0,2,0,1,0,1
18,0,12.146128965253425,0,3,8,57.21229637222063,13.050437830206702,1,0,1,0,0,0
24,1,4.950799112067504,2,6,7,18.078515056237954,8.779652930022234,1,0,0,0,1,1
24,1,11.168253451663958,4,1,8,26.879761503019818,16.36283850635139,1,1,0,0,0,0
25,0,4.510802848874709,2,1,6,19.86445768974058,4.002490065696213,1,0,0,0,0,1
22,0,3.2165093815638013,0,1,6,24.685702759573292,20.749302059199547,0,0,1,0,0,1
20,1,13.030389336045294,2,3,2,30.64154493510364,23.85034610785411,0,2,1,0,1,1
29,0,6.518509279041497,0,5,6,55.51337867531885,4.900633492294695,1,0,0,0,0,1
25,1,11.805278777712449,3,1,5,58.79916294638328,3.129392620556465,0,1,1,0,0,0
23,1,8.664934979433113,2,5,3,42.649974724186116,4.365464483620775,1,2,0,0,0,1
28,1,19.68702814805808,3,3,6,61.54207798208354,26.313826856955053,1,1,0,0,1,1
20,1,2.9916128533513153,3,6,8,8.157492561136593,15.845677852690685,1,1,0,0,0,1
18,0,9.291971932716203,1,5,9,8.778823705815997,14.017829880225078,0,1,0,0,0,1
20,1,13.609132527186505,0,6,1,17.182946035765845,3.2013545730706285,1,1,0,0,0,0
22,0,7.910901677599373,4,3,3,51.80774980403447,19.486680202708854,0,2,1,1,0,1
20,1,19.4939970374138,0,3,3,21.399467869831355,26.039987756852696,0,0,1,1,0,1
18,0,14.437752558538701,4,4,8,28.328440349257733,24.845576079703587,1,1,1,0,0,0
22,1,13.139677151289861,0,3,1,40.03128361729941,18.78164126942404,0,2,1,0,0,0
27,0,15.141185352224467,3,3,5,81.18661240103798,2.258361499550209,0,1,0,0,0,0
24,0,19.05297276077434,2,2,3,1.3862135912860118,3.3719108152803887,1,0,0,0,0,0
24,1,18.156373059692804,2,1,2,64.93788202366224,1.4792696132947403,0,2,1,0,1,1
28,1,14.485706162528238,1,4,8,66.88765310406853,7.724376494774079,0,2,1,1,0,1
26,1,14.983232782025661,4,4,3,79.86557803566366,4.069844014811332,1,0,0,1,0,1
27,1,2.918441480702909,4,4,7,93.27529390603132,7.801441207573017,1,2,0,0,0,1
27,0,2.055848089853314,4,2,1,2.0137848949289827,11.55174167156885,0,0,0,1,0,1
29,1,11.418090036883285,3,6,6,15.378370551321618,28.28948352213407,1,2,1,1,0,1
30,0,0.3673527388108,4,3,3,88.6171294055993,18.31128179345076,1,2,0,0,0,1
20,0,9.64712763103183,2,1,8,45.851856218701535,25.04921357048887,0,0,0,1,1,1
24,1,4.206991598377372,3,5,6,56.459063893346354,21.31054502136997,0,0,1,0,0,1
18,0,6.920331352896792,0,6,2,66.30272037231474,3.3750939157989523,1,2,1,0,1,1
21,0,15.516094715859122,4,3,6,67.90666044956374,22.077612191218464,0,2,1,0,0,0
30,0,18.82475008464773,4,2,7,93.17404033165082,8.252966446773733,1,0,0,0,0,0
21,0,1.44832544292683,0,3,5,99.69494174116697,19.17323540984119,1,0,0,0,0,1
22,1,10.684844119528902,4,3,3,72.01574609309402,10.228859209289656,0,2,1,0,0,0
24,1,17.650669716392,0,2,4,28.72212092051508,29.930167897939775,0,2,0,0,0,0
24,1,1.6501706888084255,3,4,4,87.97524022943436,7.906544384903334,1,2,0,0,1,1
30,1,16.490280937936678,2,4,6,4.922091454076161,8.37391412322809,1,0,0,1,0,1
28,0,7.156027018565427,0,1,10,23.10808528744962,27.920167666871947,1,2,1,1,0,1
30,0,6.441894044386707,1,1,1,89.73857174637149,0.7393321390896801,1,1,1,0,0,1
21,1,19.549327726295715,0,4,4,25.619151443935493,20.900669636195907,0,0,0,0,0,0
30,1,4.017181797245883,4,6,10,22.065105962174847,21.759791722076343,1,2,0,0,0,1
24,1,13.863878816453619,3,5,4,13.812529314024724,25.09135732231198,0,0,0,0,0,0
28,0,16.428814560197328,3,3,10,85.91117576469165,29.23317931915426,0,1,0,1,0,1
20,1,0.8236699055854335,0,5,1,50.00582591910867,29.268057574699572,1,0,1,0,0,1
23,1,13.407709167088244,2,3,9,67.48932030541548,1.9583027269939168,0,2,1,0,0,0
29,1,19.030999487106538,1,4,4,23.906638407502967,24.655179682587075,0,1,0,0,0,0
19,0,2.484399334561187,3,1,7,75.80404210112165,19.38929800972144,1,1,0,0,0,1
27,0,17.924426053700767,4,6,3,76.00055449620984,19.420264031192737,0,2,1,0,0,0
30,0,11.895532747538722,4,1,10,31.259802490830012,3.850497798440844,0,2,0,0,0,0
26,0,12.33209163724948,2,5,3,41.06826330102828,19.5056149933696,1,2,1,1,0,1
22,0,12.25888349731212,3,1,8,20.969027743020085,29.474477418037434,1,0,0,0,0,0
23,0,5.976717726746276,0,4,8,97.65610233229043,27.35455708618341,1,0,1,0,1,1
29,0,18.70403630598919,4,6,1,64.56025770584117,13.173919824145516,1,0,0,0,0,0
29,0,18.947009252620774,2,5,10,93.45438807155155,1.1984391985828302,1,2,0,0,0,0
29,1,12.506093204278956,3,6,2,30.338554362913317,10.868804700006145,1,2,1,1,0,1
29,1,15.668454518832293,3,3,8,78.18909129968897,24.791709348016656,1,0,1,0,0,0
21,0,12.24515971762316,3,1,1,76.5858643884742,21.044973043954982,0,1,0,0,0,0
28,0,9.687968951480812,3,6,8,69.16556518665415,13.780309667818692,0,0,0,1,0,1
27,1,13.216402365985013,3,2,8,96.56389752668004,1.6530460547649328,1,1,1,0,0,0
24,0,11.06002905183917,4,1,2,39.355533610631554,12.806841834699078,0,2,1,0,0,0
29,0,11.949517252638602,2,3,4,13.07173235897573,14.070748191536506,0,2,0,0,0,0
26,0,15.67665106837724,3,6,6,67.17088592440608,27.85666598682408,1,0,0,0,0,0
24,1,9.618076628979697,1,5,9,72.93098004772062,19.232583107464784,0,0,1,0,0,1
18,1,0.8150821218494553,1,3,8,57.506057345881466,9.349587499639467,1,2,1,0,0,1
18,1,3.2799896197899447,2,2,8,20.681789313339628,15.759547933521642,0,0,1,0,0,1
26,1,8.772144329790768,0,6,7,50.445594166935535,1.981659234664802,1,2,1,0,1,1
28,1,14.496531197481167,0,4,9,31.21897365691294,29.177047069492104,0,2,1,0,0,0
26,0,11.865572966203574,0,1,2,42.746652816668906,10.80179705792178,0,1,0,1,0,1
21,1,13.005883717469079,1,5,3,64.52185758446639,14.336020647394074,0,0,0,0,0,0
30,0,9.585578571525746,0,4,10,74.52147426908346,10.658519227107679,1,2,1,0,0,1
26,0,12.314840438844856,4,6,8,23.22246909013431,20.475351903486004,0,0,0,0,0,0
20,1,6.580348756293244,3,6,6,40.532536064695336,19.866964749887792,0,1,0,0,0,1
24,1,9.403651853933301,1,3,10,26.91615709916292,21.45966931587407,1,1,1,0,0,1
23,0,14.885581311899113,2,6,9,19.86316138618691,8.044296888357625,1,0,0,0,0,0
25,0,17.436655579462425,2,5,10,78.33872199958384,9.47005443492198,0,0,0,0,0,0
28,0,8.673106679127777,3,4,4,90.92526944369924,3.7575369328862385,0,2,0,1,0,1
26,1,0.8732331541472238,1,5,8,37.02321856845767,19.665299155383376,0,1,1,1,0,1
22,1,3.233450882936053,0,2,10,75.12789243737669,1.1939138200695765,0,1,1,0,0,1
18,1,0.417222785830762,0,2,3,89.69952893644111,17.930470065703773,1,1,0,1,0,1
20,1,13.065260384746601,4,1,3,84.61242105302316,26.090876545549015,0,0,0,0,0,0
27,1,6.646292507102178,4,1,8,18.28133885392259,26.724964448689008,0,2,0,1,1,1
29,0,10.84957271438735,0,2,5,95.62918815133614,13.471132811098851,1,0,0,0,0,0
25,1,9.86553693567599,2,6,3,37.66764404294625,13.779110646392214,0,0,0,0,0,1
28,0,1.630529791048534,2,5,10,33.92406611738363,2.309075490240521,0,0,0,0,0,1
23,0,8.065227222476636,4,2,1,6.2431327277780335,20.122950763291072,0,2,1,0,0,1
25,0,4.411222498446465,3,1,3,48.6173654104883,24.637782611185365,1,0,0,0,0,1
26,1,8.367995773353055,0,2,9,10.90136156409287,7.339651638141391,1,1,0,1,0,1
21,1,4.071565606844853,4,6,5,24.853982092742598,12.639026449000939,0,1,1,1,0,1
18,1,16.80904812553867,4,2,10,31.694262176728138,25.16518010295811,0,1,0,0,0,0
18,0,3.483866731565073,0,5,2,80.8826323491684,26.313614029868642,1,2,0,0,0,1
27,0,19.215611029739538,0,4,7,87.54886503958966,7.295399407926778,0,0,0,0,0,0
21,0,8.318147322938817,2,6,2,30.246631746146967,16.517119036240928,0,2,0,0,0,1
29,0,16.924905840380987,3,1,4,85.86981212445738,5.774794519074812,1,0,1,0,0,0
24,0,12.575296364118902,3,5,7,85.72309373697911,3.056362924186696,1,1,0,0,1,1
19,0,14.707005973315052,0,2,4,76.46509503848735,27.333615041758726,1,0,1,1,1,1
20,1,15.354477761335605,1,2,7,14.669511401518154,24.615225126963274,0,0,0,0,0,0
18,1,10.096897637860355,4,4,7,69.0322846900729,22.801047054095218,0,0,0,0,0,0
22,1,10.866010467265767,4,1,1,94.50240645805688,1.4629895643942126,0,2,1,0,0,0
18,1,10.279917356174499,0,1,6,68.2540478767157,25.311863781307725,0,0,0,0,1,1
25,0,11.761167561801585,1,3,9,33.16168491078339,13.141322277161512,1,0,1,0,0,0
18,0,0.5878889151301459,2,1,2,50.05793174308313,10.27185369887579,0,0,1,0,0,1
28,1,7.910303396980305,0,4,3,64.57250433510536,16.394290830761292,0,2,1,0,0,1
18,0,12.12377427122343,0,3,10,51.05704087285036,2.740597281706675,1,2,0,1,0,1
19,1,11.954471305117288,4,3,5,11.995294173096982,22.699396480571966,1,2,0,1,0,1
19,1,15.859121892112631,0,2,9,31.206404465202063,17.473052306648878,0,0,0,0,0,0
29,1,13.100186776642172,0,2,4,80.23960305536325,5.597702906195026,1,1,0,0,0,0
23,0,19.842666326813447,0,1,1,86.14180460955174,5.646965993071368,1,1,1,0,0,0
24,1,5.677090572172901,4,3,4,13.730003271557024,5.527459547180227,0,1,0,1,0,1
22,1,7.183020593324629,2,2,6,95.23867523987246,1.7100716265580196,0,0,0,1,0,1
18,1,7.676943037355926,2,4,5,32.88226178486093,17.633953481150545,0,1,1,0,0,1
18,0,9.31625614040497,0,2,1,66.231373873072,25.210445327655243,0,1,1,0,0,1
20,0,16.71996127562419,4,6,4,75.18251459566811,0.524946419621658,1,1,0,0,0,0
19,1,4.715841879184197,2,6,6,81.19462346378835,1.4701393491382064,1,0,1,0,0,1
22,0,15.52000414070859,2,2,10,94.57497022259301,17.183108300608374,0,1,1,1,0,1
29,0,8.106203661714869,2,3,10,31.29195480288226,24.58487056158157,0,1,1,0,1,1
27,0,12.03710767324017,4,3,4,85.85064545515544,9.802166717059007,1,0,1,0,0,0
23,0,12.650810664526123,4,5,9,13.168690343620703,10.488431964231665,0,2,1,0,0,0
24,0,7.456972743778689,0,6,5,70.50409063535928,17.890394924903276,0,1,0,0,0,1
21,0,10.252304104116103,3,4,8,74.19777295139859,8.22638667372441,0,2,0,0,0,0
24,0,8.26062349295394,2,3,9,67.77232412013204,0.7982509823305239,0,1,0,1,0,1
28,0,1.3826557237323889,3,1,10,25.2314736135153,22.05685554304788,1,0,0,0,0,1
25,0,8.74330777633653,4,6,5,87.30431470152034,18.769497388243593,0,2,0,1,0,1
28,0,1.9478678510710434,4,4,6,16.8858463370395,17.422679971669773,1,2,0,0,0,1
18,1,8.10041598160643,4,4,1,5.363479152083084,22.250523869754694,0,2,0,0,0,1
23,1,11.858367996635637,3,3,7,71.74649906119122,20.256925126861127,0,2,1,0,0,0
25,0,11.588297986870016,4,4,4,47.54757152327337,6.1764596453496345,1,1,0,0,0,0
22,1,13.252425580166406,0,3,2,84.90980199586761,10.574431408300534,0,1,0,0,0,0
21,1,1.9052301590925258,4,2,5,38.3397141058259,3.78330425035875,1,2,0,1,0,1
19,0,13.042464910608757,1,6,3,16.827858850771282,3.895710402536431,0,1,1,0,0,0
23,0,6.242961133928942,3,5,6,83.64421924698698,20.285872390696177,0,2,0,0,0,1
23,0,7.980918922742221,1,2,8,54.89096316400717,25.758003209474946,0,2,0,0,1,1
28,1,17.159725078454116,4,6,7,18.91957923903549,28.88197751583417,0,0,1,0,0,0
18,1,0.18060808259100503,0,3,3,72.03839985864458,18.850413526483333,0,2,0,0,0,1
26,0,11.76825266681211,2,6,8,51.111363848950056,5.5230397008287095,1,1,0,0,0,0
29,0,11.974279602002152,4,3,2,60.431298224031984,3.1695103634679214,1,2,1,0,0,0
28,0,7.9331955268712395,0,2,10,46.089833820658185,24.385529146102733,0,0,0,1,0,1
23,1,4.740557142166724,3,1,9,82.87089838180064,17.36269429079998,0,1,1,0,0,1
30,1,4.693480765231022,1,1,4,82.95627156830498,18.548550630411597,1,0,0,0,0,1
20,1,17.674193393215052,1,6,1,70.93888218243862,23.443862662641276,1,0,0,0,0,0
21,1,8.84048747565715,1,1,8,10.540137739646227,21.09831683197355,0,2,0,1,0,1
29,0,6.617787259783439,3,3,7,83.88538619040689,25.0337475856829,0,0,1,0,0,1
28,0,8.97555147662806,0,4,5,67.10129805329098,1.6864171637963543,1,0,1,1,0,1
21,0,13.387808029187227,3,3,10,69.70241660042996,22.425619102395146,0,1,1,0,0,0
20,0,2.915131364895034,1,4,5,36.298284040387166,25.525582719662864,1,0,0,0,0,1
27,1,8.988676704274754,4,2,7,87.92795561570067,8.58405127374943,0,2,0,0,0,1
20,1,11.757687422207738,2,5,5,72.53716002348575,19.213418219797585,1,2,1,0,0,0
20,0,18.971667097028675,3,4,8,11.259046652919446,9.424861915109163,1,2,1,0,0,0
21,0,5.050555641508385,3,1,6,40.77780344061627,28.73913199447362,0,0,0,0,0,1
24,1,7.185014958324912,0,3,5,88.63803619601417,1.0027071730651127,1,1,0,0,0,1
21,0,7.587171798448475,0,2,9,4.719670169737899,17.39378531498865,0,2,0,0,0,1
26,1,12.110763152897658,3,1,2,96.14166196420496,4.995106411485453,0,0,0,0,0,0
18,0,7.134641060800034,1,2,1,67.91625683195628,21.36660615531476,0,2,1,0,0,1
25,0,10.670238505993911,2,5,8,63.13759776433766,5.276708502559862,0,2,0,0,0,0
24,0,15.635806596900588,0,3,3,27.05592564879914,7.0614978569507265,1,1,0,0,0,0
19,0,14.107711882244072,1,6,7,24.879178873917706,14.831124331372742,0,2,0,0,0,0
25,0,8.92737293025171,4,3,10,94.20582194885955,27.445048499906342,0,1,0,0,0,1
18,0,17.28432355348338,0,5,8,29.827245423412275,6.351431164439125,0,0,0,0,0,0
28,0,11.162804991877257,1,3,6,77.55052967189994,4.3272006335431055,0,2,0,1,0,1
29,1,10.79811679004425,1,6,10,39.31217982070792,22.769304955620917,1,0,0,0,0,0
26,1,0.6837553187831635,2,4,9,13.925407078470398,15.018585970017929,0,0,1,0,1,1
26,1,19.73385960714323,2,2,7,1.071529769535895,27.353553371453142,1,0,1,0,0,0
19,1,2.4594161705925344,4,6,10,54.42573370152508,4.3984367147952685,1,2,1,0,0,1
